Reservation_No,DateMade_Short,Arrive_Date_Short,Nights,TotalRate,Room Type,Room,City,State,Zip Code,Rate_Type
2016,22/12/2016,31/12/2016,1,163,King,201,Palm harbor,,,Booking.com
2369,12/1/2017,13/01/2017,2,0,Upscale King,112,Bellevue,,98004,Comped Rate
2018,23/12/2016,31/12/2016,1,122.25,Double ,209,Bellevue,,98004,Expedia
2019,23/12/2016,30/12/2016,1,74,Double ,209,Tallahassee,FL,32303,Best Available Rate
2022,23/12/2016,25/12/2016,1,94,Upscale Jacuzzi King,111,,,,Best Available Rate
2023,23/12/2016,25/12/2016,1,70.08,Double ,206,Miami,,33189,Booking.com
2024,23/12/2016,23/12/2016,1,74,Double ,210,,,,Best Available Rate
2042,25/12/2016,25/12/2016,1,68,Double ,109,,,,Best Available Rate
2028,23/12/2016,24/12/2016,2,118,King,205,Bellevue,,98004,Expedia
2029,23/12/2016,26/01/2017,3,474.75,Double ,210,Bellevue,,98004,Expedia
2030,24/12/2016,24/12/2016,1,79,King,201,Fort Myers,,33919,Booking.com
2033,24/12/2016,30/12/2016,1,59,King,201,Bellevue,,98004,Expedia
2034,24/12/2016,31/12/2016,1,158,King,205,Philadelphia,PA,19125,Best Available Rate
2035,24/12/2016,11/1/2017,3,0,Double ,101,Bangkok,,,Best Available Rate
2038,25/12/2016,30/12/2016,1,0,Double ,109,,,,Best Available Rate
2039,25/12/2016,29/12/2016,1,53,Sweetheart King,102,Bellevue,,98004,Expedia
2040,25/12/2016,25/12/2016,1,68,Double ,210,,,,Best Available Rate
2043,25/12/2016,27/12/2016,2,146,Double ,210,ellicott city,MA,21042,Booking.com
2045,26/12/2016,27/12/2016,1,53,King,205,Bellevue,,98004,Expedia
2046,26/12/2016,26/12/2016,5,340,King,107,,,,Best Available Rate
2280,8/1/2017,8/1/2017,1,235,Double ,210,TAVERNIER,,33070,Best Available Rate
2049,26/12/2016,26/12/2016,4,212,Premier King,110,Bellevue,,98004,Expedia
2050,26/12/2016,27/12/2016,3,159,Double ,209,Prescott,AZ,86305,Expedia
2051,26/12/2016,27/12/2016,1,53,Double ,108,Bellevue,,98004,Expedia
2052,26/12/2016,30/12/2016,1,53,King,204,Bellevue,,98004,Expedia
2056,26/12/2016,28/12/2016,1,53,King,203,Bellevue,,98004,Expedia
2060,26/12/2016,6/1/2017,2,366,Double ,206,orlando,,fl,Booking.com
2062,27/12/2016,27/12/2016,1,40,Sweetheart King,102,Clearwater,FL,33764,Best Available Rate
2063,27/12/2016,27/12/2016,1,82,Upscale King,112,,,,Best Available Rate
2065,27/12/2016,2/1/2017,1,123,Sweetheart King,102,Englewood,,34223,Booking.com
2066,27/12/2016,28/12/2016,1,68,King,202,Orlando,FL,32801,Best Available Rate
2067,27/12/2016,27/12/2016,4,328,Upscale King,211,,,,Best Available Rate
2071,27/12/2016,28/12/2016,2,136,King,205,,,,Best Available Rate
2073,27/12/2016,17/02/2017,1,148,King,205,Monroe,ME,4951,Best Available Rate
2074,28/12/2016,1/1/2017,2,246,Double ,101,Pensacola,FL,32502,Best Available Rate
2075,28/12/2016,2/1/2017,2,216,Upscale King,211,Orlando,FL,32832,Booking.com
2076,28/12/2016,29/12/2016,1,73,King,202,Caracas,,,Booking.com
2077,28/12/2016,30/12/2016,1,53,King,202,Bellevue,,98004,Expedia
2081,28/12/2016,27/01/2017,3,553,King,202,North Miami,,33161,Booking.com
2083,28/12/2016,18/01/2017,3,294,Upscale King,211,Baltimore,Maryland,21231,Best Available Rate
2084,28/12/2016,29/12/2016,1,66,Double ,108,,,,Best Available Rate
2086,28/12/2016,31/12/2016,1,0,King,207,,,,Best Available Rate
2098,28/12/2016,28/12/2016,1,82,Sweetheart King,102,,,,Best Available Rate
2099,29/12/2016,2/1/2017,2,206,King,201,Lutz,FL,33559,Best Available Rate
2100,29/12/2016,3/3/2017,2,276,Premier King,105,Levittown,NY,11756,Best Available Rate
2101,29/12/2016,3/3/2017,3,394,King,107,Rocky Hill,CT,6067,Best Available Rate
2102,29/12/2016,3/3/2017,2,276,King,205,Miami,Florida,33137,Best Available Rate
2105,29/12/2016,8/1/2017,1,250,King,107,Edina,,55435,Booking.com
2106,29/12/2016,23/01/2017,3,231.75,King,205,Bellevue,,98004,Expedia
2107,29/12/2016,22/05/2017,4,324,Double ,106,Bellevue,,98004,Expedia
2109,29/12/2016,3/3/2017,2,276,Double ,208,Lindenhurst,NY,11757,Best Available Rate
2110,29/12/2016,30/12/2016,1,53,Double ,208,Bellevue,,98004,Expedia
2111,29/12/2016,29/12/2016,1,53,Double ,210,Bellevue,,98004,Expedia
2113,30/12/2016,30/01/2017,3,339,Double ,108,göteborg,,416 66,Booking.com
2114,30/12/2016,4/3/2017,1,138,King,202,Wilton Manors,FL,33305,Best Available Rate
2115,30/12/2016,30/12/2016,1,93,Double ,210,Rockville,,,Booking.com
2117,30/12/2016,3/2/2017,1,133,King,207,ocala,,,Booking.com
2119,30/12/2016,28/01/2017,1,172.5,King,107,Bellevue,,98004,Expedia
2120,30/12/2016,30/12/2016,1,93,Premier King,110,Miami beach,,,Booking.com
2123,31/12/2016,31/12/2016,1,79,Double ,208,,,,Best Available Rate
2124,31/12/2016,8/1/2017,2,520,Double ,109,Parkland,,33067,Booking.com
2125,31/12/2016,9/1/2017,1,270,Double ,206,Laurens,SC,29360,Booking.com
2259,1/1/2017,6/1/2017,2,316,Upscale King,211,Bainbridge,,39819,Booking.com
2129,1/1/2017,1/1/2017,1,84.75,King,202,Bellevue,,98004,Expedia
2130,1/1/2017,8/1/2017,2,520,Double ,208,Plymouth,,48170,Booking.com
2132,1/1/2017,8/1/2017,1,0,King,201,Greenville,SC,29609,Best Available Rate
2133,1/1/2017,1/1/2017,1,113,King,107,Birmingham,,35226,Booking.com
2253,6/1/2017,6/1/2017,1,69,Double ,108,,,,Best Available Rate
2135,1/1/2017,8/1/2017,1,245,Double ,101,,,,Best Available Rate
2136,1/1/2017,1/1/2017,1,84.75,King,201,Bellevue,,98004,Expedia
2138,1/1/2017,6/2/2017,4,702,King,212,Loganholme,,4129,Booking.com
2140,1/1/2017,2/1/2017,1,98,Upscale King,112,Newburgh,NY,12550,Best Available Rate
2141,2/1/2017,26/01/2017,5,569.25,King,205,Bellevue,,98004,Expedia
2142,2/1/2017,9/1/2017,1,270,Upscale Jacuzzi King,111,Alpharetta,GA,30004,Booking.com
2144,2/1/2017,2/1/2017,1,84.75,Double ,106,Palm Coast,FL,32164,Expedia
2145,2/1/2017,25/02/2017,1,122.25,King,204,Bellevue,,98004,Expedia
2167,2/1/2017,8/2/2017,2,398,Upscale King,112,,,,Best Available Rate
2168,2/1/2017,13/01/2017,2,336,King,207,Göteborg,,,Booking.com
2170,2/1/2017,5/1/2017,1,93,Upscale King,211,Monterey Park,,91754,Booking.com
2171,2/1/2017,9/1/2017,1,250,Double ,108,Johns Island,SC,29455,Booking.com
2174,2/1/2017,6/2/2017,1,143,King,204,Echt,,6101 NV,Booking.com
2179,3/1/2017,7/1/2017,1,113,King,201,Vienna,,1090,Booking.com
2270,7/1/2017,7/1/2017,1,165,King,107,,,,Best Available Rate
2183,3/1/2017,14/02/2017,1,143,Double ,210,Englewood,,,Booking.com
2184,3/1/2017,16/02/2017,3,329.25,King,212,Bellevue,,98004,Expedia
2185,3/1/2017,28/01/2017,1,299,King,201,,,,Best Available Rate
2187,3/1/2017,9/1/2017,1,275,Rubideaux Condo,Rub #4,,,,Best Available Rate
2191,3/1/2017,3/1/2017,2,122.4,King,202,Stanford,KY,40484,Best Available Rate
2193,3/1/2017,4/1/2017,1,73,Double ,109,Bradenton,,,Booking.com
2194,3/1/2017,3/1/2017,1,68,Premier King,110,Naples,FL,34120,Best Available Rate
2195,3/1/2017,26/01/2017,1,77.25,King,204,Bellevue,,98004,Expedia
2196,3/1/2017,6/1/2017,3,479,Double ,104,Cape May,,,Booking.com
2197,3/1/2017,7/1/2017,1,113,Upscale King,112,Brandon,,33510,Booking.com
2202,4/1/2017,9/1/2017,1,228,Double ,101,Brooklyn,NY,11201,Best Available Rate
2203,4/1/2017,4/1/2017,3,276,King,201,San Antonio,,78207,Booking.com
2204,4/1/2017,6/1/2017,2,0,Double ,101,,,,Best Available Rate
2205,4/1/2017,10/1/2017,1,59,King,207,Orlando,FL,32806,Expedia
2206,4/1/2017,23/01/2017,2,147,King,107,Bellevue,,98004,Expedia
2207,4/1/2017,4/1/2017,1,73,Upscale Jacuzzi King,111,Pasadena,,91101,Booking.com
2209,4/1/2017,4/1/2017,2,68,Double ,101,,,,Best Available Rate
2210,4/1/2017,11/3/2017,1,115.2,King,207,,,,Best Available Rate
2213,4/1/2017,4/1/2017,1,68,Double ,108,,,,Best Available Rate
2217,4/1/2017,20/01/2017,2,206,Double ,206,Tampa,FL,33607,Best Available Rate
2216,4/1/2017,7/1/2017,1,170,Double ,106,Sarasota,,,Booking.com
2218,4/1/2017,19/01/2017,7,701,King,204,Shenzhen,,518129,Booking.com
2219,5/1/2017,7/1/2017,1,170,Premier King,105,Seminole,,,Booking.com
2220,5/1/2017,7/1/2017,1,165,King,203,,,,Best Available Rate
2221,5/1/2017,16/03/2017,1,138,Sweetheart King,102,Delray Beach,FL,33444,Best Available Rate
2224,5/1/2017,10/1/2017,1,59,Upscale Jacuzzi King,111,Bellevue,,98004,Expedia
2225,5/1/2017,3/3/2017,2,214.5,King,212,Bellevue,,98004,Expedia
2226,5/1/2017,28/02/2017,1,133,Upscale King,112,Orlando,FL,32837,Booking.com
2228,5/1/2017,8/1/2017,1,240,King,205,Saint Johns,,32259,Booking.com
2230,5/1/2017,9/1/2017,1,270,Premier King,105,Louisville,KY,40245,Booking.com
2231,5/1/2017,9/1/2017,1,270,King,103,SAO LUIS - MA,,65071380,Booking.com
2232,5/1/2017,29/01/2017,2,147,King,207,Bellevue,,98004,Expedia
2233,5/1/2017,5/2/2017,2,207,Double ,104,Bellevue,,98004,Expedia
2236,5/1/2017,16/01/2017,1,69.75,King,204,Bellevue,,98004,Expedia
2237,5/1/2017,5/1/2017,1,73,Double ,104,Tampa,,,Booking.com
2238,5/1/2017,10/1/2017,1,79,King,201,Edgartown,MA,2539,Booking.com
2239,5/1/2017,1/3/2017,1,143,Double ,206,Henderson,,89014,Booking.com
2242,5/1/2017,31/01/2017,1,77.25,Double ,206,Fort Myers,FL,33967,Expedia
2247,6/1/2017,23/02/2017,1,143,Double ,101,Lulea,,97592,Booking.com
2248,6/1/2017,16/01/2017,1,94,Sweetheart King,102,Sarasota,FL,34237,Best Available Rate
2249,6/1/2017,24/01/2017,1,77.25,Double ,101,Bellevue,,98004,Expedia
2250,6/1/2017,9/1/2017,1,265,Upscale King,211,Midland,GA,31820,Best Available Rate
2251,6/1/2017,4/2/2017,1,148,Sweetheart King,102,Lakeland,FL,33813,Best Available Rate
2255,6/1/2017,7/1/2017,1,165,King,103,,,,Best Available Rate
2261,6/1/2017,7/1/2017,1,189,Upscale Jacuzzi King,111,,,,Best Available Rate
2262,6/1/2017,6/5/2017,1,124,King,107,Ocala,,34471,Booking.com
2264,7/1/2017,20/01/2017,1,98,Premier King,105,Avon Park,Florida,33825,Best Available Rate
2265,7/1/2017,10/1/2017,1,59,Double ,108,Bellevue,,98004,Expedia
2266,7/1/2017,10/1/2017,1,59,Double ,210,Bellevue,,98004,Expedia
2267,7/1/2017,18/02/2017,1,178,Double ,106,,,,Best Available Rate
2268,7/1/2017,16/01/2017,4,279,King,203,Bellevue,,98004,Expedia
2269,7/1/2017,16/01/2017,4,279,King,205,Bellevue,,98004,Expedia
2271,7/1/2017,18/02/2017,1,122.25,King,203,Bellevue,,98004,Expedia
2272,7/1/2017,7/1/2017,1,165,Double ,109,,,,Best Available Rate
2273,8/1/2017,30/01/2017,3,254.25,King,201,Bellevue,,98004,Expedia
2275,8/1/2017,8/1/2017,1,240,Double ,108,Lakeland,,,Booking.com
2278,8/1/2017,11/1/2017,2,229.5,Upscale King,112,Bellevue,,98004,Expedia
2279,8/1/2017,10/1/2017,1,59,Double ,206,Bellevue,,98004,Expedia
2282,8/1/2017,24/03/2017,4,444,King,207,Bellevue,,98004,Expedia
2283,8/1/2017,24/03/2017,4,444,King,212,Bellevue,,98004,Expedia
2284,8/1/2017,24/03/2017,4,444,Double ,209,Bellevue,,98004,Expedia
2285,8/1/2017,19/01/2017,7,701,Double ,209,西安,,,Booking.com
2286,8/1/2017,24/02/2017,2,244.5,Double ,209,Bellevue,,98004,Expedia
2287,8/1/2017,3/3/2017,2,276,King,204,,,,Best Available Rate
2288,9/1/2017,9/1/2017,1,130,King,201,,,,Best Available Rate
2290,9/1/2017,17/01/2017,1,93,Upscale King,211,Dunedin,,34698,Booking.com
2291,9/1/2017,14/01/2017,1,178,Upscale King,211,bradenton,fl,34202,Best Available Rate
2292,9/1/2017,30/01/2017,3,324,Upscale King,211,Hamilton,ON,L9K 1K4,Best Available Rate
2293,9/1/2017,11/1/2017,1,118,Upscale Jacuzzi King,111,Terra Ceia,FL,34250,Best Available Rate
2294,9/1/2017,9/2/2017,1,268,Sweetheart King,102,Longmont,CO,80504,Best Available Rate
9704,25/07/2018,30/07/2018,1,78,Double ,109,Royal Palm Beach,FL,33411,Best Available Rate
2296,9/1/2017,17/01/2017,2,139.5,King,204,St. Augustine,FL,32084,Expedia
2297,9/1/2017,30/01/2017,3,324,Upscale King,112,Waterford,ON,N0E 1Y0,Best Available Rate
2298,9/1/2017,13/02/2017,1,99.75,Double ,108,Grafton,MA,1519,Expedia
2300,9/1/2017,21/01/2017,5,565,Double ,109,深圳,,518129,Booking.com
2301,9/1/2017,3/2/2017,1,128,Double ,101,Mount Carmel,IL,62863,Best Available Rate
5966,7/10/2017,7/10/2017,1,98,Upscale King,211,,,,Best Available Rate
2304,10/1/2017,9/1/2017,1,99,King,205,,,,Best Available Rate
2305,10/1/2017,10/1/2017,1,79,Upscale King,112,Jeddah,,21362,Booking.com
2307,10/1/2017,24/01/2017,1,77.25,King,201,Bellevue,,98004,Expedia
2310,10/1/2017,30/08/2016,1,79,King,103,,,,Best Available Rate
2311,10/1/2017,3/9/2016,1,64,Double ,101,Saint Petersburg,FL,33712,Best Available Rate
2313,10/1/2017,13/01/2017,2,244.5,King,201,Bellevue,,98004,Expedia
2335,10/1/2017,10/1/2017,1,84.75,King,205,Bellevue,,98004,Expedia
2336,10/1/2017,23/01/2017,1,99.75,King,201,Naples,FL,34113,Expedia
5734,17/09/2017,4/5/2018,3,354,Upscale King,112,Cheshire,CT,6410,Best Available Rate
2338,10/1/2017,11/1/2017,2,237,King,201,Bellevue,,98004,Expedia
2339,11/1/2017,19/01/2017,6,758,King,212,xian,,710072,Booking.com
2340,11/1/2017,21/01/2017,6,688,King,202,xian,,710075,Booking.com
2344,11/1/2017,14/01/2017,1,128,King,205,Gainesville,FL,32653,Best Available Rate
2345,11/1/2017,10/3/2017,2,222,Double ,101,Bellevue,,98004,Expedia
2346,11/1/2017,28/01/2017,2,334.5,Double ,104,Bellevue,,98004,Expedia
2347,11/1/2017,11/1/2017,1,118,Sweetheart King,102,,,,Best Available Rate
2359,11/1/2017,12/1/2017,2,366.75,King,202,Bellevue,,98004,Expedia
2350,11/1/2017,11/1/2017,1,118,Double ,109,,,,Best Available Rate
3518,24/03/2017,29/03/2017,2,0,Double ,106,Bellevue,,98004,Comped Rate
2355,12/1/2017,13/01/2017,3,435.6,Upscale Jacuzzi King,111,,,,Best Available Rate
2360,12/1/2017,12/1/2017,1,137.25,King,207,Bellevue,,98004,Expedia
2361,12/1/2017,24/03/2017,6,978,King,203,Aalborg,,9220,Booking.com
2464,19/01/2017,21/01/2017,1,0,Upscale King,112,Pensacola,,32503,Comped Rate
9157,23/05/2018,23/05/2018,1,148,Double ,101,Pompano Beach,FL,33071,Best Available Rate
8433,29/03/2018,31/03/2018,1,98,King,205,Bonita Springs,FL,34135,Best Available Rate
2365,12/1/2017,12/1/2017,1,178,Double ,109,,,,Best Available Rate
2367,12/1/2017,23/02/2017,1,138,Premier King,110,The Villages,FL,32162,Best Available Rate
2368,12/1/2017,21/01/2017,2,276,Upscale Jacuzzi King,111,,,,Best Available Rate
2370,12/1/2017,27/01/2017,2,550,Rubideaux Condo,Rub #4,Clearwater,FL,33761,Best Available Rate
2371,12/1/2017,14/01/2017,2,266,King,204,dublin 6,,,Booking.com
2373,13/01/2017,19/01/2017,6,701,King,207,西安,,,Booking.com
2377,13/01/2017,24/03/2017,1,92.25,King,103,Bellevue,,98004,Expedia
2379,13/01/2017,19/01/2017,3,276.75,Double ,101,Bellevue,,98004,Expedia
2380,13/01/2017,6/5/2017,1,112,Double ,108,,,,Best Available Rate
3031,25/02/2017,4/3/2017,1,133.2,Premier King,110,,,,Best Available Rate
2382,13/01/2017,6/2/2017,4,812,Rubideaux Condo,Rub #4,Piqua,OH,45356,Best Available Rate
2383,13/01/2017,14/01/2017,1,133,Double ,104,Lauderdale Lakes,,33309,Booking.com
2384,14/01/2017,14/01/2017,1,56.2,King,107,,,,Best Available Rate
2385,14/01/2017,11/3/2017,1,158,Double ,209,Oviedo,Fl,32765,Best Available Rate
2386,14/01/2017,17/01/2017,2,226,King,207,Fulshear,TX,77441,Booking.com
2389,14/01/2017,20/01/2017,4,482,King,203,,,,Best Available Rate
13807,25/03/2019,7/4/2019,1,128,Premier King,105,placida,fl,33946,Best Available Rate
2391,15/01/2017,15/01/2017,1,88,Premier King,105,,,,Best Available Rate
2393,15/01/2017,17/01/2017,2,169.5,King,107,Bellevue,,98004,Expedia
2394,15/01/2017,15/01/2017,2,226,King,107,Atlanta,,30306,Booking.com
2395,15/01/2017,28/04/2017,1,92.25,King,207,Bellevue,,98004,Expedia
2396,16/01/2017,16/01/2017,1,78,King,201,,,,Best Available Rate
2397,16/01/2017,13/03/2017,5,685,King,212,Maringá,,87005-090,Booking.com
2398,16/01/2017,17/01/2017,1,78,Premier King,110,Coral Springs,FL,33065,Best Available Rate
2400,16/01/2017,16/01/2017,4,249,Double ,206,Bellevue,,98004,Expedia
2401,16/01/2017,16/01/2017,4,249,Double ,208,Bellevue,,98004,Expedia
2402,16/01/2017,16/01/2017,4,249,Double ,108,Bellevue,,98004,Expedia
2403,16/01/2017,11/3/2017,1,158,Double ,104,Seminole,FL,33777,Best Available Rate
2404,16/01/2017,16/01/2017,1,70.2,Upscale King,211,,,,Best Available Rate
2406,16/01/2017,16/01/2017,1,62.25,Double ,209,Bellevue,,98004,Expedia
2410,16/01/2017,17/01/2017,1,62.25,Double ,209,Palm Harbor,FL,34685,Expedia
5195,3/8/2017,5/8/2017,1,98,Upscale King,211,,,,Best Available Rate
2412,16/01/2017,20/01/2017,1,77.25,King,205,Bellevue,,98004,Expedia
2413,16/01/2017,19/01/2017,1,83,Upscale Jacuzzi King,111,Pensacola,,,Booking.com
3181,3/3/2017,12/3/2017,3,354,Sweetheart King,102,,,,Best Available Rate
2415,16/01/2017,17/01/2017,3,186.75,King,201,Boston,MA,2127,Expedia
5375,20/08/2017,11/11/2017,1,0,Upscale Jacuzzi King,111,Venice,Florida,34293,Best Available Rate
2417,17/01/2017,25/02/2017,1,152.25,King,202,Bellevue,,98004,Expedia
2418,17/01/2017,31/01/2017,3,375,Premier King,110,Terrebonne,Québec,J6X 3S6,Best Available Rate
2419,17/01/2017,18/01/2017,1,83,Premier King,110,Boone,,28607,Booking.com
2420,17/01/2017,23/02/2017,1,108,Double ,104,,,,Best Available Rate
2421,17/01/2017,23/01/2017,1,84.75,Premier King,105,Raleigh,NC,27617,Expedia
2423,17/01/2017,17/01/2017,1,62.25,Double ,104,Bellevue,,98004,Expedia
2424,17/01/2017,18/01/2017,1,62.25,Double ,210,Bellevue,,98004,Expedia
2425,17/01/2017,20/02/2017,2,214.51,Double ,109,Bellevue,,98004,Expedia
2426,17/01/2017,18/01/2017,1,62.25,Double ,109,Bellevue,,98004,Expedia
2427,18/01/2017,18/01/2017,1,62.25,Double ,209,Bellevue,,98004,Expedia
2428,18/01/2017,20/01/2017,2,0,King,201,,,,Best Available Rate
2429,18/01/2017,8/3/2017,1,99.75,King,205,Bellevue,,98004,Expedia
2430,18/01/2017,8/3/2017,1,99.75,Double ,209,Bellevue,,98004,Expedia
2724,6/2/2017,9/2/2017,1,168,King,201,Port Charlotte,FL,33948,Best Available Rate
2432,18/01/2017,31/03/2017,3,394,Double ,210,Vantaa,,1730,Booking.com
2433,18/01/2017,24/01/2017,1,118,Double ,210,,,,Best Available Rate
2438,18/01/2017,29/03/2017,1,148,Upscale King,112,,,,Best Available Rate
2439,18/01/2017,21/01/2017,2,216,Double ,106,,,,Best Available Rate
2440,18/01/2017,25/01/2017,1,103,King,207,Durham,,27703,Booking.com
2441,18/01/2017,23/02/2017,1,166,Upscale King,112,The Villages,FL,32162,Best Available Rate
2443,18/01/2017,18/01/2017,1,98,Upscale King,112,,,,Best Available Rate
2450,18/01/2017,18/01/2017,1,98,Upscale Jacuzzi King,111,,,,Best Available Rate
2453,18/01/2017,18/01/2017,1,83,King,103,Miami,,,Booking.com
12564,9/1/2019,17/01/2019,1,108,King,205,Sanford,Florida,32771,Best Available Rate
2456,19/01/2017,19/01/2017,1,88,Premier King,110,,,,Best Available Rate
2457,19/01/2017,20/02/2017,2,214.5,King,204,Bellevue,,98004,Expedia
2458,19/01/2017,22/01/2017,4,472,Premier King,110,,,,Best Available Rate
2459,19/01/2017,18/03/2017,1,114.75,Double ,208,Bellevue,,98004,Expedia
2460,19/01/2017,27/01/2017,2,476,Upscale King,112,Saint Petersburg,FL,33708,Best Available Rate
2461,19/01/2017,27/01/2017,2,476,Sweetheart King,102,,,,Best Available Rate
2576,19/01/2017,27/01/2017,2,476,Upscale King,211,,,33781,Best Available Rate
2463,19/01/2017,24/03/2017,1,142,Upscale Jacuzzi King,111,Land O Lakes,FL,34639,Best Available Rate
2465,19/01/2017,26/01/2017,1,77.25,Double ,209,Bellevue,,98004,Expedia
2466,20/01/2017,25/01/2017,1,103,King,107,Zincirlikuyu - Istanbul,,34394,Booking.com
2468,20/01/2017,20/01/2017,1,88,Premier King,110,,,,Best Available Rate
2470,20/01/2017,21/01/2017,1,108,King,107,Pembroke Pines,FL,33029,Best Available Rate
2538,24/01/2017,26/01/2017,1,88,King,207,,,,Best Available Rate
2472,20/01/2017,24/01/2017,1,118,Upscale King,112,,,,Best Available Rate
5378,20/08/2017,20/08/2017,1,70,Premier King,105,Tampa,FL,33603,Best Available Rate
2475,20/01/2017,20/01/2017,1,78,King,103,,,,Best Available Rate
2476,20/01/2017,26/01/2017,1,77.25,King,107,Bellevue,,98004,Expedia
2477,20/01/2017,1/2/2017,1,144.75,King,204,Bellevue,,98004,Expedia
2478,21/01/2017,25/01/2017,2,206,King,203,,,,Expedia
2479,21/01/2017,21/01/2017,1,0,Double ,104,,,,Best Available Rate
2481,21/01/2017,25/01/2017,3,324,Double ,104,,,,Best Available Rate
2482,21/01/2017,15/02/2017,2,246,King,205,Stillwater,,55082,Booking.com
2483,21/01/2017,22/01/2017,3,349,Double ,206,Jacksonville,,32257,Booking.com
2484,22/01/2017,23/01/2017,1,108,Upscale Jacuzzi King,111,Portland,OR,97217,Best Available Rate
2485,22/01/2017,29/01/2017,2,169.5,Premier King,105,Bellevue,,98004,Expedia
2486,22/01/2017,24/03/2017,1,92.25,Double ,208,Bellevue,,98004,Expedia
2487,22/01/2017,24/03/2017,1,92.25,King,204,Bellevue,,98004,Expedia
2513,23/01/2017,28/01/2017,1,298,Double ,208,Bellevue,,98004,Best Available Rate
2489,22/01/2017,22/01/2017,1,108,King,205,,,,Best Available Rate
2492,22/01/2017,13/06/2017,2,206,Double ,104,Arlington,VA,22201,Best Available Rate
2493,23/01/2017,27/01/2017,2,403,Premier King,110,,,,Best Available Rate
2494,23/01/2017,26/01/2017,1,88,Premier King,105,Melbourne,FL,32934,Best Available Rate
2495,23/01/2017,30/01/2017,1,77.25,King,204,Gainesville,FL,32601,Expedia
2496,23/01/2017,30/01/2017,1,88.2,Double ,206,Tallahassee,FL,32308,Best Available Rate
3223,6/3/2017,6/3/2017,1,88,King,201,,,,Best Available Rate
2499,23/01/2017,18/03/2017,2,211.5,King,212,Bellevue,,98004,Expedia
2504,23/01/2017,24/01/2017,1,93,Double ,108,Delray Beach,,,Booking.com
3195,4/3/2017,5/3/2017,1,98,Double ,104,Holmdel,,7733,Best Available Rate
2510,23/01/2017,26/01/2017,1,93,Double ,108,Jensen beach,,34957,Booking.com
2511,23/01/2017,27/01/2017,3,393,Double ,209,,,,Best Available Rate
2734,7/2/2017,7/2/2017,1,128,Premier King,110,Cape Canaveral,FL,32920,Best Available Rate
2516,23/01/2017,24/01/2017,1,79,Double ,104,venus,,33960,Booking.com
2517,23/01/2017,24/01/2017,2,176,Premier King,105,Tampa,Fl,33611,Best Available Rate
2518,23/01/2017,23/01/2017,1,88,Sweetheart King,102,Brooklyn,FL,11222,Best Available Rate
2521,24/01/2017,2/2/2017,1,123,Sweetheart King,102,Miami,,,Booking.com
2522,24/01/2017,26/01/2017,1,93,King,103,Minneapolis,,55417,Booking.com
2524,24/01/2017,31/01/2017,2,184.5,King,202,Kincardine R1,ON,N2Z 2X3,Expedia
2525,24/01/2017,4/2/2017,1,118,Double ,104,Alpena,MI,49707,Best Available Rate
2526,24/01/2017,25/01/2017,2,196,Sweetheart King,102,,,,Best Available Rate
